id,device_id,user_id,timestamp,event_type,login_result,login_source,failed_attempts_last_10_min,process_name,parent_process,is_from_unknown_folder,dest_port,dest_country,bytes_sent,device_type,action,hour_of_day,is_work_hours,user_risk_baseline,is_anomalous
6018,OFFICE-PC-02,user_001,2025-12-21T16:49:29.168355,process_start,,,0,chrome.exe,explorer.exe,0,0,,0,,,16,1,0.4,0
6019,OFFICE-PC-02,user_002,2025-12-26T01:48:36.168355,network_connection,,,0,,,0,8080,domestic,408921,,,1,0,0.2,0
6020,OFFICE-PC-02,user_004,2025-12-24T12:37:54.168355,network_connection,,,0,,,0,80,domestic,460443,,,12,1,0.6,0
6021,LAPTOP-02,user_001,2025-12-25T03:23:01.168355,login_attempt,success,local,1,,,0,0,,0,,,3,0,0.4,0
6022,LAPTOP-01,user_001,2025-12-26T09:27:48.168355,device_change,,,0,,,0,0,,0,camera,added,9,1,0.2,0
6023,LAPTOP-02,user_002,2025-12-21T00:32:52.168355,login_attempt,success,remote,1,,,0,0,,0,,,0,0,0.2,0
6024,OFFICE-PC-02,user_002,2025-12-21T16:41:14.168355,device_change,,,0,,,0,0,,0,usb,added,16,1,0.2,0
6025,OFFICE-PC-02,user_004,2025-12-21T13:42:09.168355,process_start,,,0,excel.exe,explorer.exe,0,0,,0,,,13,1,0.2,0
6026,OFFICE-PC-01,user_003,2025-12-23T05:16:45.168355,login_attempt,success,local,1,,,0,0,,0,,,5,0,0.4,0
6027,OFFICE-PC-01,user_004,2025-12-21T12:15:04.168355,login_attempt,success,local,2,,,0,0,,0,,,12,1,0.4,0
6028,LAPTOP-01,user_004,2025-12-24T02:26:29.168355,device_change,,,0,,,0,0,,0,unknown,added,2,0,0.6,0
6029,OFFICE-PC-01,user_002,2025-12-24T11:21:40.168355,network_connection,,,0,,,0,443,domestic,396149,,,11,1,0.6,0
6030,OFFICE-PC-01,user_001,2025-12-23T22:26:34.168355,device_change,,,0,,,0,0,,0,unknown,removed,22,0,0.6,0
6031,OFFICE-PC-01,user_003,2025-12-23T10:56:36.168355,process_start,,,0,code.exe,explorer.exe,0,0,,0,,,10,1,0.6,0
6032,OFFICE-PC-02,user_004,2025-12-25T17:45:39.168355,login_attempt,success,remote,3,,,0,0,,0,,,17,1,0.2,0
6033,OFFICE-PC-01,user_002,2025-12-24T11:50:21.168355,network_connection,,,0,,,0,443,domestic,184961,,,11,1,0.2,0
6034,LAPTOP-01,user_004,2025-12-24T08:57:14.168355,login_attempt,success,local,0,,,0,0,,0,,,8,0,0.4,0
6035,LAPTOP-02,user_003,2025-12-23T00:31:19.168355,login_attempt,success,remote,1,,,0,0,,0,,,0,0,0.4,0
6036,OFFICE-PC-02,user_003,2025-12-22T23:28:47.168355,process_start,,,0,excel.exe,explorer.exe,0,0,,0,,,23,0,0.2,0
6037,OFFICE-PC-01,user_004,2025-12-22T03:10:59.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,3,0,0.2,0
6038,OFFICE-PC-01,user_002,2025-12-22T17:48:44.168355,device_change,,,0,,,0,0,,0,camera,removed,17,1,0.6,0
6039,LAPTOP-01,user_002,2025-12-22T09:54:04.168355,process_start,,,0,code.exe,explorer.exe,0,0,,0,,,9,1,0.2,0
6040,OFFICE-PC-01,user_004,2025-12-26T16:09:19.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,16,1,0.2,0
6041,LAPTOP-02,user_001,2025-12-21T16:56:33.168355,process_start,,,0,excel.exe,explorer.exe,0,0,,0,,,16,1,0.2,0
6042,LAPTOP-01,user_002,2025-12-22T15:30:07.168355,process_start,,,0,excel.exe,explorer.exe,0,0,,0,,,15,1,0.4,0
6043,LAPTOP-02,user_003,2025-12-20T18:45:39.168355,device_change,,,0,,,0,0,,0,usb,added,18,1,0.4,0
6044,OFFICE-PC-02,user_004,2025-12-25T02:18:21.168355,network_connection,,,0,,,0,8080,domestic,384119,,,2,0,0.6,0
6045,OFFICE-PC-01,user_001,2025-12-25T12:08:07.168355,network_connection,,,0,,,0,8080,domestic,441202,,,12,1,0.2,0
6046,OFFICE-PC-01,user_003,2025-12-23T16:57:48.168355,device_change,,,0,,,0,0,,0,camera,removed,16,1,0.2,0
6047,OFFICE-PC-02,user_003,2025-12-25T03:33:29.168355,process_start,,,0,chrome.exe,explorer.exe,0,0,,0,,,3,0,0.6,0
6048,OFFICE-PC-02,user_001,2025-12-24T07:02:47.168355,network_connection,,,0,,,0,80,foreign,425915,,,7,0,0.2,0
6049,LAPTOP-01,user_001,2025-12-23T02:23:40.168355,process_start,,,0,excel.exe,explorer.exe,0,0,,0,,,2,0,0.6,0
6050,OFFICE-PC-02,user_004,2025-12-21T05:20:49.168355,login_attempt,success,remote,0,,,0,0,,0,,,5,0,0.4,0
6051,OFFICE-PC-01,user_003,2025-12-24T05:59:39.168355,device_change,,,0,,,0,0,,0,camera,removed,5,0,0.6,0
6052,LAPTOP-01,user_004,2025-12-23T00:59:39.168355,process_start,,,0,excel.exe,explorer.exe,0,0,,0,,,0,0,0.4,0
6053,OFFICE-PC-02,user_002,2025-12-24T23:51:52.168355,network_connection,,,0,,,0,443,domestic,57934,,,23,0,0.4,0
6054,LAPTOP-02,user_002,2025-12-26T00:31:36.168355,network_connection,,,0,,,0,443,domestic,20055,,,0,0,0.4,0
6055,OFFICE-PC-02,user_004,2025-12-24T17:29:56.168355,device_change,,,0,,,0,0,,0,usb,added,17,1,0.4,0
6056,LAPTOP-02,user_002,2025-12-23T01:43:52.168355,device_change,,,0,,,0,0,,0,unknown,added,1,0,0.6,0
6057,LAPTOP-02,user_003,2025-12-25T23:32:12.168355,network_connection,,,0,,,0,8080,foreign,118296,,,23,0,0.4,0
6058,LAPTOP-02,user_003,2025-12-26T14:19:43.168355,process_start,,,0,chrome.exe,explorer.exe,0,0,,0,,,14,1,0.6,0
6059,LAPTOP-01,user_004,2025-12-26T15:09:59.168355,network_connection,,,0,,,0,443,domestic,275817,,,15,1,0.4,0
6060,OFFICE-PC-02,user_002,2025-12-21T18:06:37.168355,login_attempt,success,remote,2,,,0,0,,0,,,18,1,0.2,0
6061,LAPTOP-02,user_004,2025-12-25T09:19:38.168355,device_change,,,0,,,0,0,,0,unknown,added,9,1,0.6,0
6062,LAPTOP-01,user_003,2025-12-22T17:14:08.168355,network_connection,,,0,,,0,80,domestic,395018,,,17,1,0.4,0
6063,LAPTOP-01,user_001,2025-12-25T12:14:52.168355,network_connection,,,0,,,0,8080,domestic,444818,,,12,1,0.2,0
6064,OFFICE-PC-02,user_003,2025-12-22T05:42:52.168355,device_change,,,0,,,0,0,,0,camera,added,5,0,0.4,0
6065,OFFICE-PC-01,user_001,2025-12-21T23:11:16.168355,process_start,,,0,code.exe,explorer.exe,0,0,,0,,,23,0,0.2,0
6066,LAPTOP-01,user_001,2025-12-26T01:00:01.168355,process_start,,,0,chrome.exe,explorer.exe,0,0,,0,,,1,0,0.6,0
6067,LAPTOP-01,user_001,2025-12-21T03:19:28.168355,process_start,,,0,excel.exe,explorer.exe,0,0,,0,,,3,0,0.4,0
6068,LAPTOP-01,user_001,2025-12-22T11:17:55.168355,device_change,,,0,,,0,0,,0,usb,removed,11,1,0.2,0
6069,LAPTOP-01,user_003,2025-12-21T09:41:33.168355,device_change,,,0,,,0,0,,0,camera,added,9,1,0.4,0
6070,LAPTOP-02,user_003,2025-12-26T08:15:34.168355,network_connection,,,0,,,0,443,foreign,25153,,,8,0,0.4,0
6071,OFFICE-PC-01,user_002,2025-12-26T14:10:43.168355,network_connection,,,0,,,0,8080,foreign,147749,,,14,1,0.6,0
6072,OFFICE-PC-02,user_004,2025-12-25T14:43:07.168355,device_change,,,0,,,0,0,,0,camera,removed,14,1,0.2,0
6073,LAPTOP-02,user_001,2025-12-22T00:56:09.168355,network_connection,,,0,,,0,8080,foreign,108081,,,0,0,0.4,0
6074,LAPTOP-01,user_004,2025-12-22T07:46:47.168355,device_change,,,0,,,0,0,,0,camera,added,7,0,0.4,0
6075,LAPTOP-01,user_001,2025-12-22T10:28:29.168355,login_attempt,success,remote,0,,,0,0,,0,,,10,1,0.4,0
6076,LAPTOP-02,user_003,2025-12-24T17:01:31.168355,device_change,,,0,,,0,0,,0,usb,added,17,1,0.6,0
6077,OFFICE-PC-02,user_003,2025-12-23T20:54:57.168355,network_connection,,,0,,,0,8080,domestic,422999,,,20,0,0.6,0
6078,OFFICE-PC-01,user_004,2025-12-25T18:45:00.168355,network_connection,,,0,,,0,8080,domestic,239299,,,18,1,0.4,0
6079,OFFICE-PC-01,user_002,2025-12-25T21:57:12.168355,network_connection,,,0,,,0,80,foreign,110688,,,21,0,0.2,0
6080,LAPTOP-02,user_004,2025-12-21T13:14:09.168355,device_change,,,0,,,0,0,,0,unknown,added,13,1,0.2,0
6081,OFFICE-PC-02,user_001,2025-12-26T05:24:01.168355,network_connection,,,0,,,0,80,foreign,100232,,,5,0,0.4,0
6082,LAPTOP-02,user_004,2025-12-26T09:38:16.168355,login_attempt,success,remote,2,,,0,0,,0,,,9,1,0.6,0
6083,LAPTOP-01,user_004,2025-12-23T06:27:40.168355,login_attempt,success,remote,2,,,0,0,,0,,,6,0,0.4,0
6084,OFFICE-PC-01,user_004,2025-12-23T07:01:47.168355,process_start,,,0,code.exe,explorer.exe,0,0,,0,,,7,0,0.2,0
6085,LAPTOP-01,user_002,2025-12-24T22:28:15.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,22,0,0.2,0
6086,OFFICE-PC-01,user_002,2025-12-20T18:52:04.168355,process_start,,,0,chrome.exe,explorer.exe,0,0,,0,,,18,1,0.4,0
6087,OFFICE-PC-02,user_002,2025-12-24T16:40:31.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,16,1,0.2,0
6088,OFFICE-PC-01,user_004,2025-12-26T12:29:32.168355,device_change,,,0,,,0,0,,0,unknown,removed,12,1,0.6,0
6089,OFFICE-PC-01,user_001,2025-12-20T23:15:41.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,23,0,0.2,0
6090,LAPTOP-01,user_002,2025-12-22T07:38:20.168355,device_change,,,0,,,0,0,,0,camera,added,7,0,0.6,0
6091,OFFICE-PC-01,user_001,2025-12-26T09:22:51.168355,login_attempt,failure,local,1,,,0,0,,0,,,9,1,0.6,0
6092,LAPTOP-02,user_002,2025-12-22T07:15:00.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,7,0,0.4,0
6093,LAPTOP-02,user_001,2025-12-22T10:38:17.168355,process_start,,,0,xyz123.exe,cmd.exe,1,0,,0,,,10,1,0.6,1
6094,LAPTOP-02,user_002,2025-12-24T17:07:20.168355,process_start,,,0,code.exe,explorer.exe,0,0,,0,,,17,1,0.2,0
6095,OFFICE-PC-01,user_001,2025-12-23T09:20:59.168355,network_connection,,,0,,,0,443,domestic,46734,,,9,1,0.6,0
6096,OFFICE-PC-01,user_001,2025-12-24T21:18:37.168355,network_connection,,,0,,,0,23,domestic,2046762,,,21,0,0.2,1
6097,LAPTOP-02,user_001,2025-12-26T13:09:20.168355,network_connection,,,0,,,0,8080,foreign,275005,,,13,1,0.6,0
6098,LAPTOP-02,user_002,2025-12-20T03:36:23.168355,login_attempt,failure,remote,5,,,0,0,,0,,,3,0,0.2,1
6099,LAPTOP-02,user_002,2025-12-25T22:19:30.168355,device_change,,,0,,,0,0,,0,camera,removed,22,0,0.6,0
6100,LAPTOP-02,user_001,2025-12-21T13:34:21.168355,login_attempt,success,local,2,,,0,0,,0,,,13,1,0.4,0
6101,OFFICE-PC-01,user_002,2025-12-23T01:08:51.168355,network_connection,,,0,,,0,80,domestic,263757,,,1,0,0.4,0
6102,OFFICE-PC-01,user_004,2025-12-26T08:39:42.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,8,0,0.2,0
6103,LAPTOP-01,user_001,2025-12-23T08:35:37.168355,login_attempt,success,local,3,,,0,0,,0,,,8,0,0.6,0
6104,LAPTOP-02,user_002,2025-12-22T19:39:15.168355,process_start,,,0,excel.exe,explorer.exe,0,0,,0,,,19,0,0.2,0
6105,OFFICE-PC-01,user_001,2025-12-23T13:20:57.168355,login_attempt,failure,local,3,,,0,0,,0,,,13,1,0.6,0
6106,OFFICE-PC-01,user_003,2025-12-21T11:07:23.168355,device_change,,,0,,,0,0,,0,unknown,removed,11,1,0.2,0
6107,OFFICE-PC-02,user_004,2025-12-26T11:06:17.168355,device_change,,,0,,,0,0,,0,usb,added,11,1,0.4,0
6108,LAPTOP-02,user_004,2025-12-23T16:12:13.168355,login_attempt,success,remote,0,,,0,0,,0,,,16,1,0.2,0
6109,LAPTOP-01,user_002,2025-12-23T12:17:44.168355,device_change,,,0,,,0,0,,0,camera,added,12,1,0.2,0
6110,OFFICE-PC-02,user_004,2025-12-24T23:32:26.168355,login_attempt,success,local,0,,,0,0,,0,,,23,0,0.2,0
6111,OFFICE-PC-01,user_004,2025-12-21T04:54:59.168355,network_connection,,,0,,,0,80,foreign,158584,,,4,0,0.6,0
6112,OFFICE-PC-01,user_001,2025-12-24T17:35:33.168355,process_start,,,0,chrome.exe,explorer.exe,0,0,,0,,,17,1,0.4,0
6113,OFFICE-PC-02,user_002,2025-12-21T10:31:01.168355,device_change,,,0,,,0,0,,0,camera,added,10,1,0.4,0
6114,LAPTOP-02,user_002,2025-12-22T17:11:28.168355,login_attempt,success,local,2,,,0,0,,0,,,17,1,0.6,0
6115,LAPTOP-01,user_002,2025-12-25T19:40:46.168355,device_change,,,0,,,0,0,,0,usb,added,19,0,0.2,0
6116,LAPTOP-02,user_002,2025-12-23T10:45:45.168355,login_attempt,success,remote,2,,,0,0,,0,,,10,1,0.6,0
6117,LAPTOP-01,user_003,2025-12-23T19:35:05.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,19,0,0.6,0
6118,OFFICE-PC-02,user_001,2025-12-22T21:01:39.168355,network_connection,,,0,,,0,443,domestic,424956,,,21,0,0.6,0
6119,OFFICE-PC-01,user_001,2025-12-26T14:23:05.168355,network_connection,,,0,,,0,443,foreign,166345,,,14,1,0.4,0
6120,OFFICE-PC-01,user_004,2025-12-26T03:23:47.168355,process_start,,,0,chrome.exe,explorer.exe,0,0,,0,,,3,0,0.4,0
6121,LAPTOP-01,user_002,2025-12-21T15:20:26.168355,network_connection,,,0,,,0,8080,domestic,263606,,,15,1,0.2,0
6122,OFFICE-PC-01,user_003,2025-12-22T03:38:27.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,3,0,0.4,0
6123,LAPTOP-01,user_003,2025-12-24T20:14:14.168355,network_connection,,,0,,,0,80,domestic,491093,,,20,0,0.2,0
6124,LAPTOP-02,user_002,2025-12-20T23:30:26.168355,process_start,,,0,code.exe,explorer.exe,0,0,,0,,,23,0,0.6,0
6125,OFFICE-PC-01,user_003,2025-12-24T10:59:28.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,10,1,0.2,0
6126,LAPTOP-01,user_003,2025-12-22T11:22:52.168355,process_start,,,0,code.exe,explorer.exe,0,0,,0,,,11,1,0.6,0
6127,OFFICE-PC-01,user_001,2025-12-21T23:27:20.168355,network_connection,,,0,,,0,80,foreign,100022,,,23,0,0.6,0
6128,OFFICE-PC-01,user_001,2025-12-23T06:45:13.168355,login_attempt,success,local,3,,,0,0,,0,,,6,0,0.6,0
6129,LAPTOP-02,user_003,2025-12-20T18:06:25.168355,login_attempt,success,remote,0,,,0,0,,0,,,18,1,0.2,0
6130,LAPTOP-01,user_002,2025-12-21T08:28:48.168355,device_change,,,0,,,0,0,,0,usb,added,8,0,0.2,0
6131,OFFICE-PC-01,user_003,2025-12-22T14:25:48.168355,device_change,,,0,,,0,0,,0,camera,added,14,1,0.2,0
6132,OFFICE-PC-02,user_003,2025-12-22T11:01:39.168355,process_start,,,0,excel.exe,explorer.exe,0,0,,0,,,11,1,0.2,0
6133,LAPTOP-01,user_001,2025-12-22T04:13:45.168355,network_connection,,,0,,,0,8080,domestic,280467,,,4,0,0.2,0
6134,OFFICE-PC-01,user_001,2025-12-25T18:48:42.168355,network_connection,,,0,,,0,80,foreign,279144,,,18,1,0.6,0
6135,OFFICE-PC-02,user_003,2025-12-26T09:23:06.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,9,1,0.4,0
6136,LAPTOP-01,user_001,2025-12-25T23:29:00.168355,login_attempt,success,local,2,,,0,0,,0,,,23,0,0.2,0
6137,OFFICE-PC-02,user_002,2025-12-26T02:33:51.168355,process_start,,,0,code.exe,explorer.exe,0,0,,0,,,2,0,0.6,0
6138,OFFICE-PC-02,user_002,2025-12-25T15:32:25.168355,network_connection,,,0,,,0,443,domestic,439190,,,15,1,0.4,0
6139,OFFICE-PC-02,user_001,2025-12-23T05:33:18.168355,process_start,,,0,chrome.exe,explorer.exe,0,0,,0,,,5,0,0.4,0
6140,LAPTOP-02,user_003,2025-12-25T02:12:40.168355,process_start,,,0,code.exe,explorer.exe,0,0,,0,,,2,0,0.6,0
6141,OFFICE-PC-02,user_003,2025-12-23T00:53:16.168355,process_start,,,0,chrome.exe,explorer.exe,0,0,,0,,,0,0,0.4,0
6142,LAPTOP-01,user_002,2025-12-24T01:51:34.168355,login_attempt,failure,remote,5,,,0,0,,0,,,1,1,0.6,1
6143,LAPTOP-01,user_001,2025-12-21T13:56:33.168355,network_connection,,,0,,,0,8080,domestic,282849,,,13,1,0.4,0
6144,LAPTOP-02,user_001,2025-12-23T23:54:05.168355,network_connection,,,0,,,0,80,domestic,175894,,,23,0,0.2,0
6145,OFFICE-PC-01,user_003,2025-12-26T08:59:30.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,8,0,0.6,0
6146,LAPTOP-02,user_001,2025-12-23T19:52:02.168355,network_connection,,,0,,,0,8080,foreign,281693,,,19,0,0.2,0
6147,OFFICE-PC-02,user_002,2025-12-22T08:44:52.168355,network_connection,,,0,,,0,443,domestic,75709,,,8,0,0.6,0
6148,OFFICE-PC-01,user_004,2025-12-25T06:51:21.168355,device_change,,,0,,,0,0,,0,usb,added,6,0,0.2,0
6149,LAPTOP-02,user_002,2025-12-25T01:25:42.168355,device_change,,,0,,,0,0,,0,usb,removed,1,0,0.6,0
6150,OFFICE-PC-01,user_002,2025-12-22T09:21:51.168355,device_change,,,0,,,0,0,,0,camera,removed,9,1,0.6,1
6151,OFFICE-PC-01,user_002,2025-12-23T05:13:32.168355,process_start,,,0,powershell.exe,cmd.exe,1,0,,0,,,5,0,0.6,1
6152,LAPTOP-02,user_001,2025-12-21T09:44:05.168355,network_connection,,,0,,,0,8080,foreign,383609,,,9,1,0.2,0
6153,OFFICE-PC-01,user_001,2025-12-23T01:20:06.168355,process_start,,,0,code.exe,explorer.exe,0,0,,0,,,1,0,0.2,0
6154,OFFICE-PC-02,user_003,2025-12-24T19:15:09.168355,network_connection,,,0,,,0,443,domestic,281047,,,19,0,0.6,0
6155,LAPTOP-01,user_002,2025-12-22T03:25:35.168355,login_attempt,success,remote,0,,,0,0,,0,,,3,0,0.2,0
6156,LAPTOP-02,user_003,2025-12-23T07:50:23.168355,device_change,,,0,,,0,0,,0,usb,added,7,0,0.4,0
6157,OFFICE-PC-01,user_003,2025-12-26T05:49:51.168355,login_attempt,failure,local,2,,,0,0,,0,,,5,0,0.4,0
6158,OFFICE-PC-02,user_001,2025-12-24T19:25:01.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,19,0,0.6,0
6159,LAPTOP-02,user_004,2025-12-24T04:46:07.168355,login_attempt,success,local,0,,,0,0,,0,,,4,0,0.6,0
6160,LAPTOP-02,user_004,2025-12-23T04:20:01.168355,device_change,,,0,,,0,0,,0,camera,added,4,0,0.4,0
6161,LAPTOP-01,user_004,2025-12-23T23:52:03.168355,process_start,,,0,code.exe,explorer.exe,0,0,,0,,,23,0,0.4,0
6162,LAPTOP-02,user_003,2025-12-22T08:44:44.168355,device_change,,,0,,,0,0,,0,usb,added,8,0,0.4,0
6163,LAPTOP-01,user_001,2025-12-25T04:10:46.168355,network_connection,,,0,,,0,80,foreign,485075,,,4,0,0.4,0
6164,LAPTOP-02,user_002,2025-12-21T19:40:44.168355,network_connection,,,0,,,0,443,domestic,251117,,,19,0,0.4,0
6165,OFFICE-PC-01,user_002,2025-12-24T06:08:47.168355,process_start,,,0,chrome.exe,explorer.exe,0,0,,0,,,6,0,0.4,0
6166,LAPTOP-01,user_002,2025-12-22T18:48:31.168355,device_change,,,0,,,0,0,,0,camera,added,18,1,0.6,0
6167,LAPTOP-02,user_002,2025-12-23T13:22:29.168355,network_connection,,,0,,,0,443,foreign,492261,,,13,1,0.2,0
6168,OFFICE-PC-01,user_002,2025-12-25T16:29:28.168355,device_change,,,0,,,0,0,,0,usb,added,16,1,0.6,0
6169,OFFICE-PC-01,user_003,2025-12-22T16:28:59.168355,device_change,,,0,,,0,0,,0,camera,added,16,1,0.6,0
6170,LAPTOP-02,user_004,2025-12-26T08:40:38.168355,login_attempt,success,remote,3,,,0,0,,0,,,8,0,0.4,0
6171,LAPTOP-02,user_002,2025-12-21T21:22:20.168355,device_change,,,0,,,0,0,,0,camera,removed,21,0,0.2,0
6172,OFFICE-PC-01,user_003,2025-12-24T09:24:44.168355,network_connection,,,0,,,0,3389,foreign,2377761,,,9,1,0.4,1
6173,OFFICE-PC-02,user_004,2025-12-24T21:22:00.168355,device_change,,,0,,,0,0,,0,usb,removed,21,0,0.2,0
6174,OFFICE-PC-02,user_001,2025-12-24T00:39:35.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,0,0,0.6,0
6175,LAPTOP-02,user_001,2025-12-24T10:09:21.168355,network_connection,,,0,,,0,443,domestic,327166,,,10,1,0.2,0
6176,LAPTOP-01,user_001,2025-12-25T08:13:30.168355,device_change,,,0,,,0,0,,0,usb,removed,8,0,0.6,0
6177,OFFICE-PC-02,user_004,2025-12-22T04:25:16.168355,login_attempt,success,remote,1,,,0,0,,0,,,4,0,0.4,0
6178,OFFICE-PC-01,user_004,2025-12-25T04:28:33.168355,network_connection,,,0,,,0,4444,domestic,2689784,,,4,0,0.4,1
6179,LAPTOP-02,user_002,2025-12-26T06:27:32.168355,login_attempt,success,remote,1,,,0,0,,0,,,6,0,0.6,0
6180,LAPTOP-01,user_004,2025-12-24T22:13:58.168355,device_change,,,0,,,0,0,,0,usb,removed,22,0,0.6,0
6181,OFFICE-PC-02,user_004,2025-12-24T01:16:57.168355,network_connection,,,0,,,0,80,domestic,126138,,,1,0,0.4,0
6182,LAPTOP-01,user_001,2025-12-24T05:00:33.168355,network_connection,,,0,,,0,80,foreign,103628,,,5,0,0.6,0
6183,LAPTOP-02,user_001,2025-12-20T20:06:53.168355,process_start,,,0,chrome.exe,explorer.exe,0,0,,0,,,20,0,0.6,0
6184,OFFICE-PC-02,user_001,2025-12-24T09:32:14.168355,device_change,,,0,,,0,0,,0,usb,added,9,1,0.4,0
6185,OFFICE-PC-02,user_001,2025-12-24T06:53:35.168355,login_attempt,success,local,1,,,0,0,,0,,,6,0,0.2,0
6186,LAPTOP-02,user_003,2025-12-23T06:04:38.168355,device_change,,,0,,,0,0,,0,camera,added,6,0,0.4,0
6187,OFFICE-PC-01,user_004,2025-12-24T06:49:27.168355,device_change,,,0,,,0,0,,0,usb,removed,6,0,0.2,0
6188,LAPTOP-02,user_002,2025-12-24T22:50:16.168355,network_connection,,,0,,,0,80,foreign,303992,,,22,0,0.6,0
6189,LAPTOP-01,user_002,2025-12-24T12:42:02.168355,network_connection,,,0,,,0,8080,foreign,192547,,,12,1,0.4,0
6190,OFFICE-PC-02,user_003,2025-12-22T07:51:26.168355,network_connection,,,0,,,0,80,foreign,358626,,,7,0,0.6,0
6191,OFFICE-PC-02,user_001,2025-12-26T03:57:02.168355,process_start,,,0,code.exe,explorer.exe,0,0,,0,,,3,0,0.4,0
6192,OFFICE-PC-02,user_003,2025-12-22T12:04:02.168355,network_connection,,,0,,,0,443,domestic,263678,,,12,1,0.6,0
6193,LAPTOP-01,user_004,2025-12-24T10:40:04.168355,login_attempt,success,local,0,,,0,0,,0,,,10,1,0.2,0
6194,OFFICE-PC-02,user_004,2025-12-24T06:02:15.168355,process_start,,,0,xyz123.exe,cmd.exe,1,0,,0,,,6,0,0.2,1
6195,LAPTOP-01,user_002,2025-12-26T16:04:52.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,16,1,0.2,0
6196,LAPTOP-02,user_003,2025-12-22T22:46:34.168355,login_attempt,success,remote,2,,,0,0,,0,,,22,0,0.6,0
6197,OFFICE-PC-02,user_002,2025-12-26T13:43:42.168355,login_attempt,success,remote,0,,,0,0,,0,,,13,1,0.6,0
6198,OFFICE-PC-01,user_001,2025-12-21T00:14:23.168355,network_connection,,,0,,,0,443,domestic,173670,,,0,0,0.6,0
6199,OFFICE-PC-01,user_001,2025-12-24T05:57:59.168355,process_start,,,0,code.exe,explorer.exe,0,0,,0,,,5,0,0.4,0
6200,OFFICE-PC-01,user_001,2025-12-25T14:33:44.168355,device_change,,,0,,,0,0,,0,camera,removed,14,1,0.2,0
6201,LAPTOP-01,user_002,2025-12-25T20:56:17.168355,login_attempt,success,remote,1,,,0,0,,0,,,20,0,0.2,0
6202,OFFICE-PC-01,user_003,2025-12-23T19:16:15.168355,login_attempt,success,local,1,,,0,0,,0,,,19,0,0.2,0
6203,OFFICE-PC-02,user_001,2025-12-21T01:57:10.168355,login_attempt,failure,remote,8,,,0,0,,0,,,1,0,0.6,1
6204,OFFICE-PC-02,user_003,2025-12-24T11:16:36.168355,device_change,,,0,,,0,0,,0,unknown,removed,11,1,0.6,0
6205,OFFICE-PC-01,user_001,2025-12-22T12:43:42.168355,device_change,,,0,,,0,0,,0,camera,added,12,1,0.4,0
6206,LAPTOP-02,user_004,2025-12-22T20:24:17.168355,network_connection,,,0,,,0,80,foreign,399801,,,20,0,0.4,0
6207,LAPTOP-02,user_004,2025-12-25T18:52:09.168355,device_change,,,0,,,0,0,,0,unknown,removed,18,1,0.2,0
6208,LAPTOP-02,user_001,2025-12-21T02:34:38.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,2,0,0.6,0
6209,OFFICE-PC-02,user_003,2025-12-26T02:45:23.168355,network_connection,,,0,,,0,23,foreign,1683274,,,2,0,0.2,1
6210,LAPTOP-01,user_004,2025-12-23T11:01:44.168355,process_start,,,0,word.exe,explorer.exe,0,0,,0,,,11,1,0.4,0
6211,OFFICE-PC-02,user_001,2025-12-25T00:57:27.168355,login_attempt,success,remote,3,,,0,0,,0,,,0,0,0.6,0
6212,OFFICE-PC-01,user_004,2025-12-24T04:32:30.168355,process_start,,,0,excel.exe,explorer.exe,0,0,,0,,,4,0,0.2,0
6213,OFFICE-PC-01,user_001,2025-12-23T06:42:02.168355,login_attempt,success,local,1,,,0,0,,0,,,6,0,0.2,0
6214,OFFICE-PC-02,user_002,2025-12-23T09:29:17.168355,login_attempt,success,local,1,,,0,0,,0,,,9,1,0.4,0
6215,LAPTOP-02,user_001,2025-12-21T04:35:57.168355,network_connection,,,0,,,0,80,domestic,82814,,,4,0,0.4,0
6216,LAPTOP-02,user_003,2025-12-21T06:14:26.168355,network_connection,,,0,,,0,443,domestic,120106,,,6,0,0.2,0
6217,OFFICE-PC-02,user_002,2025-12-26T15:38:31.168355,login_attempt,success,remote,0,,,0,0,,0,,,15,1,0.6,0
6218,LAPTOP-02,user_002,2025-12-25T09:49:35.168355,process_start,,,0,chrome.exe,explorer.exe,0,0,,0,,,9,1,0.2,0
6219,LAPTOP-02,user_004,2025-12-21T02:19:53.168355,login_attempt,success,remote,0,,,0,0,,0,,,2,0,0.4,0
6220,LAPTOP-02,user_003,2025-12-21T19:03:41.168355,process_start,,,0,excel.exe,explorer.exe,0,0,,0,,,19,0,0.4,0
